comp_name,comp_type,comp_headq,how_old,comp_no_emp,comp_review,open_jobs,comp_services,comp_logo,comp_description
Consolidated Con...,Public,"Marousi,Alger + 40 more",1k-5k Employees (India),71 years old,(813 Reviews),18,"['Engineering & Construction', 'Public']",https://static.ambitionbox.com/alpha/company/photos/logos/consolidated-contractors-international-company.jpg,"CCC�s origins go back to 1952 when three talented young entrepreneurs, the late Kamel Abdul-Rahman, the late Hasib Sabbagh, and the late Said Khoury, joined forces to create one of the first Arab construction companies.

After decades of growth, CCC continues to practice the same style of management incorporated at its founding, a style based on mutual trust with clients, ease of communication, and smooth collaboration across locations and departments. Since the company�s humble beginnings, the CCC Group has expanded to include several subsidiaries, augmenting CCC�s regional and international status. Today, CCC leads the industry in the adoption of new technology to improve construction efficiency and enhance project controls.

To learn more about CCC, please browse a more detailed company Introduction, meet our Key Personnel, explore our Offices & Projects around the world, learn some Company Facts & Statistics, find our Group members, and see our many Partners with whom we have successfully collaborated during the past half century in the construction industry."

Cushman & Wakefi...,Private,Chicago + 29 more,1k-5k Employees (India),26 years old,(811 Reviews),10,['Real Estate'],https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2N1c2htYW4tYW5kLXdha2VmaWVsZC5qcGc.webp,"Cushman & Wakefield (NYSE: CWK) is a leading global real estate services firm that delivers exceptional value for real estate occupiers and owners. Cushman & Wakefield is among the largest real estate services firms with approximately 51,000 employees in 400 offices and 70 countries. In 2018, the firm had revenue of $8.2 billion across core services of property, facilities and project management, leasing, capital markets, valuation and other services.

Since opening its first Chicago office in 1967, Cushman & Wakefield has played a vital role in local real estate, accounting for some of the most high-profile transactions and continuously ranking amongst the top firms in the city. Today, as our global headquarters, Cushman & Wakefield has three offices and more than 640 employees in Chicago, providing strategic real estate solutions under the iconic Cushman & Wakefield brand. Over the course of nearly 100 years, we have made a name for ourselves as one of the biggest and best global real estate firms � and we still have a world of opportunity ahead of us."

Cerner,Public,"Kansas,Missouri + 1 more",1k-5k Employees (India),44 years old,(811 Reviews),25,"['IT Services & Consulting', 'Forbes Global 2000', 'Public']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2Nlcm5lci1oZWFsdGhjYXJlLXNvbHV0aW9ucy5qcGc.webp,"For 40 years, we�ve worked at the intersection of health care and information technology to connect people and systems around the world. We use the latest technology to create solutions that let communities and people engage in their own health. Whether they are supporting the clinical, financial or operational areas of a hospital or health system, our tools are designed to work for today and think for tomorrow.

We support our clients by surfacing data that enables them to make informed decisions for better management of operations, while arming their clinicians with the information they need to provide smarter care. Empowering them to know, manage and engage with the people they serve. All to disrupt the industry and transform the way health care is delivered.

It�s our mission to relentlessly seek breakthrough innovation that will shape health care of tomorrow. And we believe that what we do doesn�t just impact health care � it impacts the world. It�s why, more than ever, health care is too important to stay the same.�"

Spicejet,Public,"Gurgaon/Gurugram,Haryana + 50 more",5k-10k Employees (India),19 years old,(810 Reviews),13,"['Airlines / Aviation / Aerospace', 'Travel & Tourism / Hospitality', 'Aviation', 'Public', 'Gurgaon/Gurugram,Haryana']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3NwaWNlamV0LmpwZw.webp,"SpiceJet is India's favorite low-cost airline with 500+ flights per day covering 50+ domestic & 8 international destinations. SpiceJet connects its network using next generation fleet of Boeing 737-800 and Boeing 737-900ER aircraft's, along with Bombardier Q-400 aircraft that are focused on Tier II and Tier III cities."

Computer Age Man...,Private,"Chennai,Tamil Nadu + 68 more",1k-5k Employees (India),35 years old,(809 Reviews),22,"['Financial Services', 'Internet']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2NvbXB1dGVyLWFnZS1tYW5hZ2VtZW50LXNlcnZpY2VzLmpwZw.webp,"CAMS has been a part of the Indian Financial services segment for over two decades and has built good reputation as Registrar and Transfer Agency to the Asset Management Industry of India and as a technology enabled service solutions partner to Private Life Insurance, Private Equity Funds, Banks, Non-Banking Finance Companies. Besides serving as B2B solutions partner, CAMS brings the ability of a B2C to serve the end customers through a variety touch points such as pan India network of Service centres, White Label Call centre, Online, Mobile app and Chatbot Services.
CAMS has three back office delivery centres in Chennai and one BCP site at Coimbatore, about 500 Kms from Chennai and a Pan India network of 278 customer service centres. Our front, middle and back offices are powered by a talent pool of 4,314 permanent resources as at 30th Sept 2019.
CAMS is co-owned by - NSE Investments Limited (Subsidiary of NSE), Warburg Pincus LLC (a leading global private equity firm), Faering Capital (a leading Indian mid-market private equity firm), ACSYS Investments Pvt Ltd and HDFC Group (a financial services conglomerate) and is head-quartered in Chennai, India."

Altisource,Private,"Bangalore/Bengaluru,Karnataka + 8 more",1k-5k Employees (India),16 years old,(809 Reviews),210,"['Consulting', 'Financial Services', 'Real Estate', 'Bangalore/Bengaluru,Karnataka']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2FsdGlzb3VyY2UuanBn.webp,"Altisource is a leader in providing services and technology for the mortgage and real estate industries. With innovation as a guiding principle and a focus on compliance and exceptional service, we provide end-to-end solutions in origination and servicing, and offer online real estate platforms for consumers and investors.

At Altisource, we�re dedicated to sustainable housing and helping communities preserve their neighborhoods. We work with charitable organizations at a national and local level to build homes and support preservation projects globally. We offer opportunities for our employees and customers to engage with us in this mission."

SYSKA LED Lights,Private,"Pune,Maharashtra + 122 more",1k-5k Employees (Global),11 years old,(782 Reviews),40,"['Consumer goods', 'Internet', 'Manufacturing', 'Electronics', 'Consumer Electronics & Appliances', 'Startup']",https://static.ambitionbox.com/alpha/company/photos/logos/syska-led-lights.jpg,"As a pioneer in LED revolution in India, we at SYSKA were always keen to create a channel exclusive for our LED products. This wish is now a reality. We have created a dedicated spaces where our entire LED range including popular bestsellers, specialty products and recent innovations will be displayed in all glory. Let us join together to experience the future of light"

Broadridge Finan...,Private,"New York City,New York + 7 more",1k-5k Employees (India),16 years old,(781 Reviews),201,"['Financial Services', 'Internet', 'Manufacturing', 'Electronics', 'Forbes Global 2000']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2Jyb2FkcmlkZ2UtZmluYW5jaWFsLXNvbHV0aW9uLmpwZw.webp,"Broadridge began as the brokerage services division of ADP in 1962. Since becoming independent in 2007, we have grown into a global Fintech company with over $4 billion in revenues and are recognized as an invaluable partner for the world�s leading companies and financial institutions. 

We drive business transformation for our clients with solutions for enriching client engagement, navigating risk, optimizing efficiency, and generating revenue growth. We handle millions of trades a day involving trillions of dollars, support communications that reach 75% of North American households, and manage shareholder voting in 90 countries."

Indoco Remedies,Public,"Mumbai,Maharashtra + 48 more",1k-5k Employees (India),76 years old,(777 Reviews),31,"['Manufacturing', 'Pharma', 'Public', 'Mumbai,Maharashtra']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2luZG9jby1yZW1lZGllcy5qcGc.webp,"Indoco Remedies Ltd., is a fully integrated, research-oriented pharma company engaged in the manufacturing and marketing of Formulations (Finished Dosage Forms) and Active Pharmaceutical Ingredients (APIs). We have seven decades of presence in the Indian Pharma market and a strong foothold in the international market across 55 countries. Indoco, a USD 140 million company, employs around 6000 personnel, including over 300 skilled scientists.

We have 9 manufacturing facilities, out of which, 6 are for finished dosages and 3 for APIs, supported by a state-of-the-art R&D centre at Rabale, Navi Mumbai and a Clinical Research Organisation at Hyderabad. Our manufacturing facilities are of highest regulatory standards, complying with WHO-cGMP guidelines and have been approved by various regulatory authorities such as, USFDA, UK-MHRA, SUKL-Czech Republic, Cofepris � Mexico, TGA-Australia, JAZMP- Slovenia, MCC-South Africa, NDA-Uganda, TFDA-Tanzania, SBD-Yemen, MOH-Ukraine, PPB-Kenya and FDA-Ghana.

Indoco has strengthened its wings in the international markets and offers complete solutions, including product development, manufacture and supply of Finished Dosages, APIs and Intermediates to generic companies worldwide. We have a large basket of products backed by ANDAs / eCTD Dossiers and Drug Master Files (DMFs).

Expertise in Research & Development, backward integration in API in select products, own CRO set-up, excellence in Finished Dosages manufacturing and a strong customer base will ensure consistent growth in the Company�s Domestic, as well as International business."
